x,y,z,nx,ny,nz,vn,vnx,vny,vnz
0.12550632655620575,-0.22500000894069672,0.0009236391633749008,0.0,-1.0,-0.0,-1.184173345565796,-0.0,1.184173345565796,0.0
0.12619441747665405,-0.22500000894069672,0.003605722449719906,-0.0,-1.0,0.0,-1.1629477739334106,0.0,1.1629477739334106,-0.0
0.12628212571144104,-0.22500000894069672,0.0008671351242810488,0.0,-1.0,-0.0,-1.1884559392929077,-0.0,1.1884559392929077,0.0
0.12689407169818878,-0.22500000894069672,0.003389360848814249,0.0,-1.0,-0.0,-1.1775010824203491,-0.0,1.1775010824203491,0.0
0.12718157470226288,-0.22500000894069672,0.0008025872521102428,0.0,-1.0,-0.0,-1.1921045780181885,-0.0,1.1921045780181885,0.0
0.12770409882068634,-0.22500000894069672,0.0031398653518408537,0.0,-1.0,-0.0,-1.1873283386230469,-0.0,1.1873283386230469,0.0
0.1277991384267807,-0.22500000894069672,0.006855199113488197,-0.0,-1.0,0.0,-1.1614412069320679,0.0,1.1614412069320679,-0.0
0.12838643789291382,-0.22500000894069672,0.006440985016524792,0.0,-1.0,0.0,-1.1754412651062012,-0.0,1.1754412651062012,-0.0
0.12874840199947357,-0.22500000894069672,0.0007209223695099354,0.0,-1.0,-0.0,-1.194976806640625,-0.0,1.194976806640625,0.0
0.12906524538993835,-0.22500000894069672,0.00596187449991703,0.0,-1.0,0.0,-1.185522437095642,-0.0,1.185522437095642,-0.0
0.12923946976661682,-0.22499999403953552,0.002685259561985731,-0.0,-1.0,-0.0,-1.1930668354034424,0.0,1.1930668354034424,0.0
0.12987518310546875,-0.22500000894069672,0.005399423651397228,0.0,-1.0,0.0,-1.1915322542190552,-0.0,1.1915322542190552,-0.0
0.13032743334770203,-0.22500000894069672,0.009449472650885582,-0.0,-1.0,0.0,-1.1650359630584717,0.0,1.1650359630584717,-0.0
0.130771666765213,-0.22500000894069672,0.008859032765030861,0.0,-1.0,-0.0,-1.1768312454223633,-0.0,1.1768312454223633,0.0
0.13128405809402466,-0.22500000894069672,0.00817697774618864,0.0,-1.0,-0.0,-1.1855437755584717,-0.0,1.1855437755584717,0.0
0.13158518075942993,-0.22500000894069672,0.004305350128561258,0.0,-1.0,0.0,-1.1962804794311523,-0.0,1.1962804794311523,-0.0
0.13183869421482086,-0.22499999403953552,0.0072668688371777534,-0.0,-1.0,0.0,-1.1906757354736328,0.0,1.1906757354736328,-0.0
0.13199615478515625,-0.22500000894069672,0.0011918762465938926,0.0,-1.0,0.0,-1.2008209228515625,-0.0,1.2008209228515625,-0.0
0.13358335196971893,-0.22500000894069672,0.011170407757163048,-0.0,-1.0,0.0,-1.1664952039718628,0.0,1.1664952039718628,-0.0
0.13383188843727112,-0.22499999403953552,0.006576724350452423,0.0,-1.0,-0.0,-1.1961076259613037,-0.0,1.1961076259613037,0.0
0.13383281230926514,-0.22500000894069672,0.01044914498925209,0.0,-1.0,0.0,-1.177484154701233,-0.0,1.177484154701233,-0.0
0.1341196894645691,-0.22500000894069672,0.009616924449801445,0.0,-1.0,0.0,-1.185685396194458,-0.0,1.185685396194458,-0.0
0.1345093995332718,-0.22499999403953552,0.008646274916827679,0.0,-1.0,0.0,-1.1895567178726196,-0.0,1.1895567178726196,-0.0
0.1352096050977707,-0.22500000894069672,0.003656011773273349,0.0,-1.0,-0.0,-1.1994094848632812,-0.0,1.1994094848632812,0.0
0.1369120478630066,-0.22500000894069672,0.007196496706455946,0.0,-1.0,-0.0,-1.1986567974090576,-0.0,1.1986567974090576,0.0
0.13703405857086182,-0.22499999403953552,0.0011375374160706997,0.0,-1.0,0.0,-1.200081467628479,-0.0,1.200081467628479,-0.0
0.13725817203521729,-0.22500000894069672,0.009160148911178112,0.0,-1.0,0.0,-1.1909825801849365,-0.0,1.1909825801849365,-0.0
0.13725990056991577,-0.22500000894069672,0.011824913322925568,-0.0,-1.0,0.0,-1.1666525602340698,0.0,1.1666525602340698,-0.0
0.1372736394405365,-0.22500000894069672,0.01104914490133524,0.0,-1.0,0.0,-1.1776306629180908,-0.0,1.1776306629180908,-0.0
0.13728870451450348,-0.22500000894069672,0.010154295712709427,0.0,-1.0,0.0,-1.185900330543518,-0.0,1.185900330543518,-0.0
0.1395198404788971,-0.22500000894069672,0.004640866536647081,0.0,-1.0,0.0,-1.2019922733306885,-0.0,1.2019922733306885,-0.0
0.1398693025112152,-0.22499999403953552,0.008219495415687561,0.0,-1.0,0.0,-1.1927021741867065,-0.0,1.1927021741867065,-0.0
0.14046379923820496,-0.22500000894069672,0.009711718186736107,0.0,-1.0,-0.0,-1.1857432126998901,-0.0,1.1857432126998901,0.0
0.14072726666927338,-0.22500000894069672,0.010570647194981575,0.0,-1.0,-0.0,-1.1778804063796997,-0.0,1.1778804063796997,0.0
0.1409550905227661,-0.22500000894069672,0.0113153625279665,0.0,-1.0,0.0,-1.1671415567398071,-0.0,1.1671415567398071,-0.0
0.1413654237985611,-0.22500000894069672,0.001269516535103321,0.0,-1.0,0.0,-1.1998958587646484,-0.0,1.1998958587646484,-0.0
0.14237911999225616,-0.22499999403953552,0.007071544416248798,0.0,-1.0,0.0,-1.1932436227798462,-0.0,1.1932436227798462,-0.0
0.14254900813102722,-0.22499999403953552,0.004326947499066591,-0.0,-1.0,-0.0,-1.1989816427230835,0.0,1.1989816427230835,0.0
0.1433262974023819,-0.22500000894069672,0.008326766081154346,0.0,-1.0,-0.0,-1.185495138168335,-0.0,1.185495138168335,0.0
0.14384078979492188,-0.22500000894069672,0.009060731157660484,0.0,-1.0,-0.0,-1.1776762008666992,-0.0,1.1776762008666992,0.0
0.14425256848335266,-0.22499999403953552,0.0027119882870465517,-0.0,-1.0,-0.0,-1.2008966207504272,0.0,1.2008966207504272,0.0
0.14428593218326569,-0.22500000894069672,0.009697438217699528,0.0,-1.0,0.0,-1.1669052839279175,-0.0,1.1669052839279175,-0.0
0.14452625811100006,-0.22500000894069672,0.0007031529676169157,0.0,-1.0,0.0,-1.1983826160430908,-0.0,1.1983826160430908,-0.0
0.14479687809944153,-0.22499999403953552,0.005284431390464306,0.0,-1.0,0.0,-1.1884487867355347,-0.0,1.1884487867355347,-0.0
0.14563113451004028,-0.22500000894069672,0.0061089759692549706,-0.0,-1.0,0.0,-1.1847031116485596,0.0,1.1847031116485596,-0.0
0.14614178240299225,-0.22500000894069672,0.002981349127367139,0.0,-1.0,0.0,-1.1885063648223877,-0.0,1.1885063648223877,-0.0
0.14634181559085846,-0.22500000894069672,0.006643536034971476,-0.0,-1.0,0.0,-1.1758657693862915,0.0,1.1758657693862915,-0.0
0.14658883213996887,-0.22500000894069672,0.0007953956956043839,0.0,-1.0,0.0,-1.1927239894866943,-0.0,1.1927239894866943,-0.0
0.14695648849010468,-0.22500000894069672,0.007107309997081757,0.0,-1.0,0.0,-1.163950800895691,-0.0,1.163950800895691,-0.0
0.14714036881923676,-0.22500000894069672,0.003237832570448518,0.0,-1.0,-0.0,-1.1853382587432861,-0.0,1.1853382587432861,0.0
0.14778247475624084,-0.22500000894069672,0.0008336564060300589,0.0,-1.0,0.0,-1.1919530630111694,-0.0,1.1919530630111694,-0.0
0.14798137545585632,-0.22500000894069672,0.00351837114430964,0.0,-1.0,-0.0,-1.1756197214126587,-0.0,1.1756197214126587,0.0
0.14869174361228943,-0.22500000894069672,0.0009051917586475611,0.0,-1.0,0.0,-1.1886483430862427,-0.0,1.1886483430862427,-0.0
0.1487075686454773,-0.22500000894069672,0.0037616516929119825,0.0,-1.0,0.0,-1.1624119281768799,-0.0,1.1624119281768799,-0.0
0.14947521686553955,-0.22500000894069672,0.0009672811720520258,0.0,-1.0,0.0,-1.1839284896850586,-0.0,1.1839284896850586,-0.0
